Thickness,Na,TiO2_Th,Bulk_def,Temp,IF_def,Affinity,JsC,Voc,FF,PCE
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.00E+02,1.00E+11,4.10E+00,26.63341844,0.713283,70.2929,13.3537
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.00E+02,1.00E+12,3.70E+00,26.8318232,1.001509,73.2989,19.6971
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.00E+02,1.00E+12,3.90E+00,26.77322281,0.912747,73.3303,17.9199
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.00E+02,1.00E+12,4.10E+00,26.63325645,0.713283,70.2925,13.3535
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+09,3.70E+00,26.82458942,0.956598,73.0729,18.7508
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+09,3.90E+00,26.74544272,0.873807,72.8154,17.0172
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+09,4.10E+00,26.58173168,0.680231,69.3907,12.547
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+10,3.70E+00,26.82458639,0.956559,73.0752,18.7506
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+10,3.90E+00,26.74544002,0.873807,72.8153,17.0172
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+10,4.10E+00,26.58172992,0.680231,69.3907,12.547
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+11,3.70E+00,26.82455613,0.956171,73.0986,18.749
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+11,3.90E+00,26.74541305,0.873807,72.815,17.0171
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+11,4.10E+00,26.58171233,0.680231,69.3907,12.547
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+12,3.70E+00,26.82425358,0.952568,73.313,18.7329
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+12,3.90E+00,26.7451433,0.873802,72.8122,17.0162
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.25E+02,1.00E+12,4.10E+00,26.58153649,0.68023,69.3903,12.5468
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+09,3.70E+00,26.81548083,0.902962,72.687,17.6
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+09,3.90E+00,26.71174412,0.831694,72.3886,16.0819
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+09,4.10E+00,26.52462157,0.647611,68.1627,11.7088
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+10,3.70E+00,26.81547745,0.90294,72.6882,17.5998
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+10,3.90E+00,26.71174123,0.831694,72.3886,16.0818
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+10,4.10E+00,26.52461967,0.647611,68.1627,11.7088
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+11,3.70E+00,26.81544367,0.902729,72.6996,17.5984
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+11,3.90E+00,26.71171231,0.831694,72.3883,16.0818
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+11,4.10E+00,26.52460068,0.647611,68.1627,11.7087
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+12,3.70E+00,26.81510583,0.900166,72.8506,17.5847
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+12,3.90E+00,26.7114232,0.831689,72.386,16.081
1.30E+00,1.00E+14,3.00E-02,1.00E+15,3.50E+02,1.00E+12,4.10E+00,26.5244108,0.64761,68.1623,11.7086
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+09,3.70E+00,27.05291021,1.051347,82.9026,23.5792
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+09,3.90E+00,27.04407729,0.92732,82.9519,20.8031
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+09,4.10E+00,27.04855178,0.725581,79.7417,15.65
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+10,3.70E+00,27.05290752,1.051215,82.9025,23.5762
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+10,3.90E+00,27.0440748,0.92732,82.9518,20.8031
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+10,4.10E+00,27.04855036,0.725581,79.7417,15.65
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+11,3.70E+00,27.05288063,1.049238,82.956,23.547
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+11,3.90E+00,27.04404993,0.927319,82.9514,20.8029
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+11,4.10E+00,27.0485362,0.725581,79.7416,15.65
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+12,3.70E+00,27.05261174,1.03434,83.3063,23.3104
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+12,3.90E+00,27.04380126,0.927312,82.9467,20.8014
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.00E+02,1.00E+12,4.10E+00,27.04839461,0.72558,79.7412,15.6498
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+09,3.70E+00,27.05578108,1.007519,83.6052,22.7901
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+09,3.90E+00,27.04345653,0.891855,81.9578,19.7673
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+09,4.10E+00,27.04627374,0.693632,78.1212,14.6557
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+10,3.70E+00,27.05577808,1.007442,83.6011,22.7873
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+10,3.90E+00,27.04345386,0.891855,81.9578,19.7673
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+10,4.10E+00,27.0462722,0.693632,78.1212,14.6557
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+11,3.70E+00,27.05574806,1.006686,83.5607,22.7591
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+11,3.90E+00,27.0434271,0.891855,81.9574,19.7671
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+11,4.10E+00,27.04625687,0.693632,78.1211,14.6556
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+12,3.70E+00,27.05544788,0.998885,83.3299,22.5201
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+12,3.90E+00,27.0431596,0.891847,81.9537,19.7659
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.25E+02,1.00E+12,4.10E+00,27.04610355,0.693631,78.1207,14.6555
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+09,3.70E+00,27.05951073,0.964198,83.6919,21.8358
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+09,3.90E+00,27.0412848,0.854313,80.9561,18.7023
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+09,4.10E+00,27.04452092,0.661026,76.3467,13.6486
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+10,3.70E+00,27.05950739,0.964142,83.6876,21.8334
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+10,3.90E+00,27.04128194,0.854313,80.9561,18.7023
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+10,4.10E+00,27.04451927,0.661026,76.3467,13.6486
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+11,3.70E+00,27.05947391,0.96359,83.646,21.8101
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+11,3.90E+00,27.04125339,0.854313,80.9558,18.7022
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+11,4.10E+00,27.04450275,0.661026,76.3466,13.6486
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+12,3.70E+00,27.05913919,0.958529,83.2874,21.6022
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+12,3.90E+00,27.04096783,0.854307,80.9525,18.7011
1.30E+00,1.00E+14,4.00E-02,1.00E+12,3.50E+02,1.00E+12,4.10E+00,27.04433755,0.661026,76.3463,13.6484
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+09,3.70E+00,27.05087897,1.050505,82.6419,23.4844
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+09,3.90E+00,27.04154926,0.927155,82.8378,20.7689
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+09,4.10E+00,27.04455266,0.725446,79.6358,15.624
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+10,3.70E+00,27.05087628,1.050304,82.6479,23.4816
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+10,3.90E+00,27.04154677,0.927155,82.8377,20.7688
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+10,4.10E+00,27.04455124,0.725446,79.6358,15.624
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+11,3.70E+00,27.05084939,1.048365,82.7047,23.4544
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+11,3.90E+00,27.04152191,0.927154,82.8373,20.7687
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+11,4.10E+00,27.04453709,0.725446,79.6357,15.624
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+12,3.70E+00,27.05058052,1.033706,83.0816,23.2316
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+12,3.90E+00,27.04127327,0.927147,82.8327,20.7672
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.00E+02,1.00E+12,4.10E+00,27.04439552,0.725446,79.6353,15.6238
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+09,3.70E+00,27.05365442,1.006812,83.2879,22.6859
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+09,3.90E+00,27.04066819,0.891645,81.8513,19.7349
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+09,4.10E+00,27.04182293,0.693481,78.0246,14.632
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+10,3.70E+00,27.05365142,1.006736,83.2843,22.6832
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+10,3.90E+00,27.04066551,0.891645,81.8513,19.7349
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+10,4.10E+00,27.04182139,0.693481,78.0246,14.632
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+11,3.70E+00,27.0536214,1.005989,83.2496,22.6569
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+11,3.90E+00,27.04063877,0.891644,81.8509,19.7348
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+11,4.10E+00,27.04180606,0.693481,78.0246,14.6319
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+12,3.70E+00,27.05332124,0.997901,83.0899,22.4314
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+12,3.90E+00,27.0403713,0.891637,81.8471,19.7335
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.25E+02,1.00E+12,4.10E+00,27.04165278,0.69348,78.0242,14.6318
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+09,3.70E+00,27.0572642,0.963263,83.3299,21.7185
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+09,3.90E+00,27.03819904,0.854109,80.8493,18.671
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+09,4.10E+00,27.03956336,0.660893,76.2588,13.6276
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+10,3.70E+00,27.05726085,0.963209,83.3262,21.7163
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+10,3.90E+00,27.03819619,0.854108,80.8493,18.671
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+10,4.10E+00,27.03956171,0.660893,76.2588,13.6276
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+11,3.70E+00,27.05722738,0.962666,83.2898,21.6946
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+11,3.90E+00,27.03816764,0.854108,80.849,18.6709
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+11,4.10E+00,27.03954519,0.660893,76.2588,13.6276
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+12,3.70E+00,27.05689269,0.957689,82.9744,21.5004
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+12,3.90E+00,27.03788213,0.854102,80.8457,18.6698
1.30E+00,1.00E+14,4.00E-02,1.00E+13,3.50E+02,1.00E+12,4.10E+00,27.03938003,0.660892,76.2584,13.6275
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+09,3.70E+00,27.03059033,1.04241,80.6162,22.7152
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+09,3.90E+00,27.01629358,0.925552,81.7377,20.4385
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+09,4.10E+00,27.00460752,0.72413,78.6067,15.3714
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+10,3.70E+00,27.03058764,1.042242,80.6238,22.7137
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+10,3.90E+00,27.0162911,0.925552,81.7376,20.4385
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+10,4.10E+00,27.00460611,0.72413,78.6067,15.3714
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+11,3.70E+00,27.03056077,1.040613,80.697,22.6987
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+11,3.90E+00,27.01626627,0.925551,81.7372,20.4383
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+11,4.10E+00,27.00459198,0.72413,78.6067,15.3714
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+12,3.70E+00,27.03029207,1.02798,81.221,22.5686
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+12,3.90E+00,27.01601796,0.925545,81.7328,20.4369
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.00E+02,1.00E+12,4.10E+00,27.00445071,0.72413,78.6063,15.3712
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+09,3.70E+00,27.03241365,0.999396,80.8636,21.8462
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+09,3.90E+00,27.01281243,0.889605,80.8216,19.422
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+09,4.10E+00,26.99736962,0.69201,77.0825,14.4009
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+10,3.70E+00,27.03241065,0.999288,80.867,21.8447
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+10,3.90E+00,27.01280975,0.889605,80.8216,19.422
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+10,4.10E+00,26.99736809,0.69201,77.0825,14.4009
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+11,3.70E+00,27.03238065,0.998227,80.9006,21.8306
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+11,3.90E+00,27.01278305,0.889604,80.8213,19.4219
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+11,4.10E+00,26.9973528,0.69201,77.0825,14.4009
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+12,3.70E+00,27.0320807,0.989224,81.1634,21.7037
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+12,3.90E+00,27.01251599,0.889597,80.8177,19.4207
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.25E+02,1.00E+12,4.10E+00,26.99719986,0.692009,77.0821,14.4007
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+09,3.70E+00,27.03482704,0.954719,80.5783,20.7978
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+09,3.90E+00,27.00737295,0.851842,79.8432,18.3687
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+09,4.10E+00,26.99005344,0.659583,75.398,13.4225
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+10,3.70E+00,27.0348237,0.954673,80.5777,20.7966
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+10,3.90E+00,27.0073701,0.851842,79.8432,18.3687
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+10,4.10E+00,26.99005179,0.659583,75.398,13.4225
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+11,3.70E+00,27.03479025,0.954212,80.5721,20.7851
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+11,3.90E+00,27.00734159,0.851841,79.8429,18.3686
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+11,4.10E+00,26.99003532,0.659583,75.3979,13.4225
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+12,3.70E+00,27.03445582,0.948785,80.6189,20.6787
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+12,3.90E+00,27.00705657,0.851834,79.84,18.3676
1.30E+00,1.00E+14,4.00E-02,1.00E+14,3.50E+02,1.00E+12,4.10E+00,26.98987056,0.659582,75.3975,13.4223
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+09,3.70E+00,26.83004854,1.00899,73.0473,19.7748
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+09,3.90E+00,26.76617567,0.912507,73.3699,17.9201
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+09,4.10E+00,26.60971353,0.71308,70.3443,13.3477
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+10,3.70E+00,26.83004587,1.008915,73.0521,19.7746
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+10,3.90E+00,26.76617322,0.912507,73.3699,17.9201
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+10,4.10E+00,26.60971215,0.71308,70.3443,13.3477
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+11,3.70E+00,26.83001917,1.008173,73.0995,19.7729
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+11,3.90E+00,26.76614872,0.912506,73.3696,17.92
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+11,4.10E+00,26.60969831,0.71308,70.3443,13.3477
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+12,3.70E+00,26.82975221,1.001706,73.5088,19.7559
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+12,3.90E+00,26.76590372,0.912502,73.3665,17.919
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.00E+02,1.00E+12,4.10E+00,26.6095599,0.71308,70.344,13.3476
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+09,3.70E+00,26.82255094,0.956363,73.2743,18.7964
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+09,3.90E+00,26.7369937,0.873586,72.8592,17.0178
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+09,4.10E+00,26.55825646,0.679972,69.4505,12.542
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+10,3.70E+00,26.82254796,0.956326,73.2766,18.7962
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+10,3.90E+00,26.73699107,0.873586,72.8592,17.0178
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+10,4.10E+00,26.55825496,0.679972,69.4505,12.542
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+11,3.70E+00,26.82251817,0.955959,73.2988,18.7947
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+11,3.90E+00,26.73696476,0.873586,72.8589,17.0177
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+11,4.10E+00,26.55824001,0.679972,69.4505,12.542
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+12,3.70E+00,26.82222033,0.952543,73.503,18.7795
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+12,3.90E+00,26.7367017,0.873581,72.8563,17.0168
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.25E+02,1.00E+12,4.10E+00,26.55809049,0.679971,69.4502,12.5418
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+09,3.70E+00,26.81323537,0.902557,72.8103,17.6204
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+09,3.90E+00,26.70222691,0.831532,72.4389,16.0842
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+09,4.10E+00,26.50144657,0.647289,68.2301,11.7043
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+10,3.70E+00,26.81323205,0.902537,72.8113,17.6203
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+10,3.90E+00,26.70222411,0.831532,72.4389,16.0841
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+10,4.10E+00,26.50144496,0.647289,68.2301,11.7043
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+11,3.70E+00,26.81319887,0.902292,72.8259,17.619
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+11,3.90E+00,26.70219608,0.831531,72.4387,16.0841
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+11,4.10E+00,26.50142889,0.647289,68.2301,11.7043
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+12,3.70E+00,26.81286708,0.899854,72.9723,17.6065
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+12,3.90E+00,26.70191584,0.831527,72.4365,16.0833
1.30E+00,1.00E+14,4.00E-02,1.00E+15,3.50E+02,1.00E+12,4.10E+00,26.50126819,0.647289,68.2298,11.7041
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+09,3.70E+00,27.05147423,1.051346,82.9747,23.5984
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+09,3.90E+00,27.04249444,0.927189,82.9639,20.802
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+09,4.10E+00,27.03786339,0.725473,79.7496,15.6431
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+10,3.70E+00,27.05147155,1.051216,82.9747,23.5955
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+10,3.90E+00,27.04249197,0.927189,82.9639,20.802
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+10,4.10E+00,27.03786207,0.725473,79.7496,15.6431
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+11,3.70E+00,27.05144476,1.049256,83.0286,23.5668
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+11,3.90E+00,27.04246726,0.927189,82.9634,20.8018
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+11,4.10E+00,27.03784886,0.725473,79.7496,15.6431
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+12,3.70E+00,27.05117684,1.034481,83.3814,23.3334
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+12,3.90E+00,27.04222018,0.927182,82.9589,20.8003
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.00E+02,1.00E+12,4.10E+00,27.03771681,0.725472,79.7492,15.6429
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+09,3.70E+00,27.05429992,1.007517,83.6686,22.8061
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+09,3.90E+00,27.04174891,0.891701,81.9704,19.7657
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+09,4.10E+00,27.03532443,0.693484,78.1316,14.6486
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+10,3.70E+00,27.05429693,1.007441,83.6646,22.8033
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+10,3.90E+00,27.04174626,0.891701,81.9704,19.7656
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+10,4.10E+00,27.03532301,0.693484,78.1316,14.6486
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+11,3.70E+00,27.05426706,1.006694,83.626,22.7759
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+11,3.90E+00,27.04171975,0.8917,81.97,19.7655
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+11,4.10E+00,27.03530879,0.693484,78.1316,14.6485
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+12,3.70E+00,27.05396834,0.999031,83.4038,22.5422
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+12,3.90E+00,27.04145471,0.891693,81.9664,19.7643
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.25E+02,1.00E+12,4.10E+00,27.03516657,0.693483,78.1312,14.6484
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.50E+02,1.00E+09,3.70E+00,27.05799522,0.964194,83.7461,21.8486
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.50E+02,1.00E+09,3.90E+00,27.03943884,0.854189,80.9646,18.7002
1.30E+00,1.00E+14,5.00E-02,1.00E+12,3.50E+02,1.00E+09,4.10E+00,27.03335935,0.660866,76.3558,13.6413
